body_id,time,T_body,T_env,BMI,clothing,airflow
0,1.8302809892033407,33.709599446618405,3.4484056212664793,34.13466366965003,0.427645383912827,1
0,3.2400031943943404,31.427383604830517,3.4484056212664793,34.13466366965003,0.427645383912827,1
0,5.778679442009222,27.542782905501813,3.4484056212664793,34.13466366965003,0.427645383912827,1
0,11.699268825590641,20.50514467141228,3.4484056212664793,34.13466366965003,0.427645383912827,1
0,17.714073710964385,15.393328650221687,3.4484056212664793,34.13466366965003,0.427645383912827,1
1,8.118240262826244,24.56067175246744,9.535596232850647,25.789969693403872,0.5370230776407559,1
1,8.622563756550091,23.953920637448405,9.535596232850647,25.789969693403872,0.5370230776407559,1
1,20.326855303438325,15.578179113457802,9.535596232850647,25.789969693403872,0.5370230776407559,1
1,21.142182503416663,15.013415956338301,9.535596232850647,25.789969693403872,0.5370230776407559,1
1,21.481942902454577,14.896210446635688,9.535596232850647,25.789969693403872,0.5370230776407559,1
2,1.6426993997085635,36.136107454367306,23.46988594004806,30.331069818138708,0.34475293833740717,0
2,4.5319177543266,35.194202549144194,23.46988594004806,30.331069818138708,0.34475293833740717,0
2,5.5330960118456085,34.803321385288676,23.46988594004806,30.331069818138708,0.34475293833740717,0
2,6.365025256795891,34.53537252453089,23.46988594004806,30.331069818138708,0.34475293833740717,0
2,13.678321739488506,32.60776679051038,23.46988594004806,30.331069818138708,0.34475293833740717,0
3,6.1303766632415195,36.398802194200606,32.53547062513583,21.591866618974166,0.6584697733622724,0
3,11.516937701991273,35.581791824004355,32.53547062513583,21.591866618974166,0.6584697733622724,0
3,12.612198359418459,35.58773929897045,32.53547062513583,21.591866618974166,0.6584697733622724,0
3,14.41945857965777,35.28571452520486,32.53547062513583,21.591866618974166,0.6584697733622724,0
3,14.475336697299403,35.293906063932006,32.53547062513583,21.591866618974166,0.6584697733622724,0
4,2.6188230822820455,37.623839390891746,25.014710569237728,34.672740520677884,0.6780209390774188,0
4,6.476413117276136,37.01285305412766,25.014710569237728,34.672740520677884,0.6780209390774188,0
4,16.971640310834598,35.77048990272705,25.014710569237728,34.672740520677884,0.6780209390774188,0
4,22.650671494050655,35.382708693842716,25.014710569237728,34.672740520677884,0.6780209390774188,0
4,23.913332332707185,35.01087719016567,25.014710569237728,34.672740520677884,0.6780209390774188,0
5,0.7679020782517905,37.004734377336405,24.2199123295395,25.036019626798016,0.6694817068790773,1
5,9.480957775477922,31.13280538908049,24.2199123295395,25.036019626798016,0.6694817068790773,1
5,13.853624119695963,29.088880406031535,24.2199123295395,25.036019626798016,0.6694817068790773,1
5,15.253833775954666,28.806856988894573,24.2199123295395,25.036019626798016,0.6694817068790773,1
5,17.853702999866943,27.921220364286917,24.2199123295395,25.036019626798016,0.6694817068790773,1
6,4.078757021129148,30.233334259043072,9.946112694767319,24.478053218816527,0.544008649080308,1
6,8.212213800924234,24.651641668868557,9.946112694767319,24.478053218816527,0.544008649080308,1
6,15.390848678071489,18.451749587177705,9.946112694767319,24.478053218816527,0.544008649080308,1
6,16.610692709435636,17.542974360474975,9.946112694767319,24.478053218816527,0.544008649080308,1
6,20.97375946367999,15.23464557755949,9.946112694767319,24.478053218816527,0.544008649080308,1
7,2.7632501732095114,34.034372482661524,8.67334754864247,18.65169314082687,0.8980001138655983,0
7,11.605946007845889,27.573632559381466,8.67334754864247,18.65169314082687,0.8980001138655983,0
7,13.227815835777562,26.729572587761687,8.67334754864247,18.65169314082687,0.8980001138655983,0
7,15.163472117909905,25.72084592527719,8.67334754864247,18.65169314082687,0.8980001138655983,0
7,22.634373697599322,21.90495677276255,8.67334754864247,18.65169314082687,0.8980001138655983,0
